,0
0,0.0
1,-12.431475683480786
2,-14.784674423875966
3,-13.922434937858608
4,-15.633969943210957
5,-12.895582049570997
6,-12.756567211256142
7,-12.756567211256142
8,-12.756567211256142
9,-12.40673344717268
10,-11.602063493230164
11,-11.761295922003367
12,-12.12356859986652
13,-10.40961592453793
14,-10.40961592453793
15,-10.40961592453793
16,-12.467773972723517
17,-9.936395805679886
18,-8.688779840653282
19,-7.871353188459363
20,-5.459355848228009
21,-5.459355848228009
22,-5.459355848228009
23,-6.343903194471478
24,-7.655299105851743
25,-8.98845279304833
26,-8.1932629569475
27,-9.05795748185393
28,-9.05795748185393
29,-9.05795748185393
30,-9.05795748185393
31,-8.96939790719471
32,-8.422662545027926
33,-6.282705136140054
34,-5.926120922578171
35,-5.926120922578171
36,-5.926120922578171
37,-2.977883927559466
38,-2.958422476492073
39,-3.2184878616233092
40,-3.5086541890711254
41,-1.7101843030628006
42,-1.7101843030628006
43,-1.7101843030628006
44,0.6564588598780396
45,-0.6447513359751356
46,-0.020189587340957438
47,-1.2671627636890004
48,-2.0230925757121265
49,-2.0230925757121265
50,-2.0230925757121265
51,-2.0230925757121265
52,-2.8663068604890762
53,-2.848552013645078
54,-4.877093307066794
55,-5.270260583824438
56,-5.270260583824438
57,-5.270260583824438
58,-3.4828094495716555
59,-1.4761229028957934
60,-0.33260464955737756
61,0.9290058528256706
62,2.00402307291081
63,2.00402307291081
64,2.00402307291081
65,1.0458333975486678
66,1.0458333975486678
67,-0.7985213637471289
68,1.0080148688998758
69,3.911496029076833
70,3.911496029076833
71,3.911496029076833
72,5.1960012743548
73,6.092998098835145
74,6.169920646775218
75,5.1477915973432875
76,7.207850395523785
77,7.207850395523785
78,7.207850395523785
79,8.745622565828581
80,8.275559303063584
81,6.388003626185057
82,6.570831512886621
83,6.651818032088541
84,6.651818032088541
85,6.651818032088541
86,6.063881881084465
87,6.857231143198583
88,5.790088514244784
89,8.96927852008147
90,10.717384031921128
91,10.717384031921128
92,10.717384031921128
93,12.206049440879863
94,8.760159859726468
95,9.642148274260776
96,10.369323757625892
97,8.390954194538992
98,8.390954194538992
99,8.390954194538992
100,9.411275628866855
101,11.460382447442807
102,11.98283971148304
103,12.308383205125505
104,12.16435148530326
105,12.16435148530326
106,12.16435148530326
107,10.015571962243609
108,8.131040090753983
109,6.915464195362286
110,7.234006911546809
111,7.684335339814075
112,7.684335339814075
113,7.684335339814075
114,8.302074434431761
115,9.458232231824649
116,6.655167281750574
117,7.231032902048251
118,7.767287706996151
119,7.767287706996151
120,7.767287706996151
121,10.338598185750648
